INVOICE;Исходный;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Код страны поставщика;УНП поставщика;Код филиала для поставщика;Наименование поставщика;ИМНС поставщика;Статус поставщика;ФИО подписавшего ЭСЧФ поставщика;Код страны получателя;УНП получателя;Код филиала для получателя;Наименование получателя;ИМНС получателя;Статус получателя;ФИО подписавшего ЭСЧФ получателя;№ ЭСЧФ;К ЭСЧФ;Тип ЭСЧФ;Статус ЭСЧФ;Дата выставления;Дата совершения;Дата подписания получателем;Дата аннулирования;Регистрационный номер выпуска товаров (поставщик);Дата выпуска товаров (поставщик);Дата разрешения на убытие товаров (поставщик);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – номер (поставщик);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – дата (поставщик);Регистрационный номер выпуска товаров (получатель);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – номер (получатель);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – дата (получатель);Дата ввоза товаров (получатель);Договор;Дата договора;Вид документа;Наименование документа;Код формы;Серия;Номер;Дата документа;Cумма без НДС;Cумма акциза;Сумма НДС;Стоимость с НДС
112;691834846;     ;"Общество с ограниченной ответственностью ""Город Масел""";613;Продавец;Кахно Татьяна Валерьевна;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;691834846-2018-0000000076;;Исходный;Выставлен. Подписан получателем;05.02.2018;17.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";20.07.2017;ТН-2;ТН-2;401951;ЖМ;"""0098580""";17.01.2018;627;0;125,4;752,4
112;691834846;     ;"Общество с ограниченной ответственностью ""Город Масел""";613;Продавец;Кахно Татьяна Валерьевна;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;691834846-2018-0000000072;;Исходный;Выставлен. Подписан получателем;05.02.2018;17.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";20.07.2017;ТТН-1;ТТН-1;402961;ЮР;"""7062993""";17.01.2018;570,79;0;114,16;684,95
112;192077474;;"ООО ""БиКрафтОйл""";109;Продавец;Ботян Ольга Александровна;112;691772248;     ;"ООО ""ХимПромОйл""";107;Покупатель; ;192077474-2018-0000000782;;Исходный;Выставлен. Подписан получателем;06.02.2018;17.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""1901""";25.08.2016;ТТН-1;;402961;ЮТ;"""0936844""";17.01.2018;868,5;0;173,7;1042,2
112;691834846;     ;"Общество с ограниченной ответственностью ""Город Масел""";613;Продавец;Кахно Татьяна Валерьевна;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;691834846-2018-0000000067;;Исходный;Выставлен. Подписан получателем;05.02.2018;16.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";20.07.2017;ТТН-1;ТТН-1;402961;ЮР;"""7062990""";16.01.2018;57;0;11,4;68,4
112;691834846;     ;"Общество с ограниченной ответственностью ""Город Масел""";613;Продавец;Кахно Татьяна Валерьевна;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;691834846-2018-0000000068;;Исходный;Выставлен. Подписан получателем;05.02.2018;16.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";20.07.2017;ТТН-1;ТТН-1;402961;ЮР;"""7062991""";16.01.2018;22,96;0;4,59;27,55
112;100006975;     ;"ООО ""Сервовит""    РБ";106;Продавец;Корчашко Елена Вячеславовна;112;691772248;     ;"ООО ""ХимПромОйл""";107;Покупатель; ;100006975-2018-0000000241;;Исходный;Выставлен. Подписан получателем;20.02.2018;16.01.2018;21.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""1103/40""";03.11.2014;Акт;;;;"""50""";16.01.2018;125;0;25;150
112;190542214;;"Коммунальное унитарное предприятие ""Тендерный центр Мингорисполкома""";108;Продавец;Базылик Светлана Ивановна;112;691772248;;"ООО""ХимПромОил""";107;Покупатель; ;190542214-2018-0000000033;;Исходный;Выставлен. Подписан получателем;16.01.2018;15.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""1496/Ц385""";26.12.2017;Акт выполненных работ;;;;"""О000033""";15.01.2018;231,08;0;46,22;277,3
112;691834846;     ;"Общество с ограниченной ответственностью ""Город Масел""";613;Продавец;Кахно Татьяна Валерьевна;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;691834846-2018-0000000062;;Исходный;Выставлен. Подписан получателем;05.02.2018;15.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";20.07.2017;ТТН-1;ТТН-1;402961;ЮР;"""7062983""";15.01.2018;29,77;0;5,95;35,72
112;190542056;;"ОАО ""Белорусская универсальная товарная биржа""";105;Продавец;Ахременко Денис Валерьевич;112;691772248;;"Общество с ограниченной ответственностью ""ХимПромОил""";107;Покупатель; ;190542056-2018-0000012412;;Исходный;Выставлен. Подписан получателем;08.02.2018;12.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""8775""";19.07.2016;Другое;Другое;;;"""62351""";12.01.2018;11,38;0;2,28;13,66
112;691834846;     ;"Общество с ограниченной ответственностью ""Город Масел""";613;Продавец;Кахно Татьяна Валерьевна;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;691834846-2018-0000000056;;Исходный;Выставлен. Подписан получателем;05.02.2018;12.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";20.07.2017;ТТН-1;ТТН-1;402961;ЮР;"""7062982""";12.01.2018;1221,26;0;244,24;1465,5
112;691834846;     ;"Общество с ограниченной ответственностью ""Город Масел""";613;Продавец;Кахно Татьяна Валерьевна;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;691834846-2018-0000000048;;Исходный;Выставлен. Подписан получателем;05.02.2018;12.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";20.07.2017;ТТН-1;ТТН-1;402961;ЮР;"""7062974""";12.01.2018;945,07;0;189,01;1134,08
112;100161571;;"ООО ""ФЛАРС""";106;Продавец;Былинович Наталья Иосифовна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;100161571-2018-0000005979;;Исходный;Выставлен. Подписан получателем;05.02.2018;12.01.2018;13.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""П2722""";17.11.2017;Акт выполненных работ;;;;"""17-00005499""";12.01.2018;32;0;6,4;38,4
112;100083608;     ;"РУП ""Издательство ""Белбланкавыд""";107;Продавец;Новиченко Валентин Евгеньевич;112;691772248;     ;"Общество с ограниченной ответственностью ""ХимПромОил""";107;Покупатель; ;100083608-2018-0000013292;;Исходный;Выставлен. Подписан получателем;09.02.2018;12.01.2018;13.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""61""";05.01.2018;ТН-2;ТН-2;401951;ЖБ;"""0942874""";12.01.2018;203;0;40,6;243,6
112;100006975;     ;"ООО ""Сервовит""    РБ";106;Продавец;Корчашко Елена Вячеславовна;112;691772248;     ;"ООО ""ХимПромОйл""";107;Покупатель; ;100006975-2018-0000000233;;Исходный;Выставлен. Подписан получателем;05.02.2018;11.01.2018;09.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""no_contract""";;ТТН-1;;402961;ЮЖ;"""3549950""";11.01.2018;1444,94;0;288,99;1733,93
112;200180562;     ;"Общество с ограниченной ответственностью ""Белинвестторг""";271;Продавец;Богнат Наталья Александровна;112;691772248;     ;"Общество с ограниченной ответственностью ""ХимПромОил""";107;Покупатель; ;200180562-2018-0000000485;;Исходный;Выставлен. Подписан получателем;18.01.2018;10.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""834/17М""";18.08.2017;ТН-2;ТН-2;401951;ЖС;"""1620808""";10.01.2018;92,5;0;18,5;111
112;190542056;;"ОАО ""Белорусская универсальная товарная биржа""";105;Продавец;Ахременко Денис Валерьевич;112;691772248;;"Общество с ограниченной ответственностью ""ХимПромОил""";107;Покупатель; ;190542056-2018-0000010952;;Исходный;Выставлен. Подписан получателем;08.02.2018;10.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""8775""";19.07.2016;Другое;Другое;;;"""62068""";10.01.2018;0,31;0;0,06;0,37
112;101561144;9006;"Минский филиал РУП ""Белтаможсервис""";613;Продавец;Самыкова Диана Николаевна;112;691772248;     ;"ООО ""ХИМПРОМОИЛ""";107;Покупатель; ;101561144-2018-1000117749;;Исходный;Выставлен. Подписан получателем;07.02.2018;10.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""ТА-0600/0000128(07/14)-14-0626""";14.10.2014;Акт;Акт;;;"""30-0127""";10.01.2018;58,33;0;11,67;70
112;191875572;;"Частное торговое унитарное предприятие ""Роса-смазочные материалы""";112;Продавец;Гуринович Евгений Фёдорович;112;691772248;;"Общество с ограниченной ответственностью ""ХимПромОйл""";107;Покупатель; ;191875572-2018-0000000072;;Исходный;Выставлен. Подписан получателем;05.02.2018;10.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""12""";09.01.2018;ТН-2;ТН-2;401951;ЖН;"""2091107""";10.01.2018;1440;0;288;1728
112;700010418;     ;"ОАО ""Заднепровский межрайагросервис""";773;Продавец;Степченко Андрей Сергеевич;112;691772248;     ;"ООО ""ХИМПРОМОИЛ""";107;Покупатель; ;700010418-2018-0000000357;;Исходный;Выставлен. Подписан получателем;09.02.2018;10.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""Договор №6-24/394 от 18.12.2017""";18.12.2017;ТТН-1;ТТН-1;402961;ЮТ;"""0814332""";10.01.2018;15677,77;0;3135,55;18813,32
112;690546768;;"Частное торговое унитарное предприятие ""Никхим""";603;Продавец;Шеченков Владимир Викторович;112;691772248;;"Общество с ограниченной ответственностью ""ХимПромОил""";107;Покупатель; ;690546768-2018-0000000010;;Исходный;Выставлен. Подписан получателем;28.01.2018;10.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""702 00008/16""";24.05.2016;ТТН-1;;402861;ЭК;"""0040391""";10.01.2018;272;0;54,4;326,4
112;690546768;;"Частное торговое унитарное предприятие ""Никхим""";603;Продавец;Шеченков Владимир Викторович;112;691772248;;"Общество с ограниченной ответственностью ""ХимПромОил""";107;Покупатель; ;690546768-2018-0000000007;;Исходный;Аннулирован;28.01.2018;09.01.2018;;09.01.2018;"""""";;;"""""";;"""""";"""""";;;"""190/12-15""";04.12.2015;ТТН-1;;402861;ЭК;"""0040389""";09.01.2018;1887;0;377,4;2264,4
112;690546768;;"Частное торговое унитарное предприятие ""Никхим""";603;Продавец;Шеченков Владимир Викторович;112;691772248;;"Общество с ограниченной ответственностью ""ХимПромОил""";107;Покупатель; ;690546768-2018-0000000006;;Исходный;Аннулирован;28.01.2018;09.01.2018;;09.01.2018;"""""";;;"""""";;"""""";"""""";;;"""190/12-15""";04.12.2015;ТТН-1;;402861;ЭК;"""0040390""";09.01.2018;1776;0;355,2;2131,2
112;100070543;;"ООО ""СВИАТ""";613;Продавец;Грихутик Анастасия Александровна;112;691772248;;ООО «ХимПромОил»;107;Покупатель; ;100070543-2018-0000002414;;Исходный;Выставлен. Подписан получателем;13.01.2018;09.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""18440""";25.10.2016;ТТН-1;ТТН-1;402961;ЮФ;"""2374695""";09.01.2018;171,26;0;34,26;205,52
112;690546768;;"Частное торговое унитарное предприятие ""Никхим""";603;Продавец;Шеченков Владимир Викторович;112;691772248;;"Общество с ограниченной ответственностью ""ХимПромОил""";107;Покупатель; ;690546768-2018-0000000008;;Исходный;Выставлен. Подписан получателем;28.01.2018;09.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""176/06-15""";21.06.2017;ТТН-1;;402861;ЭК;"""0040389""";09.01.2018;1887;0;377,4;2264,4
112;690314876;     ;"РУП ""Белоруснефть-Минскоблнефтепродукт""";606;Продавец;Ермачёк Галина Владимировна;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;690314876-2018-0800000492;;Исходный;Выставлен. Подписан получателем;16.01.2018;08.01.2018;13.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""1061/2017""";19.10.2017;ТТН-1;Расходная накладная (нефтепродукты);402961;ЮР;"""1710000""";08.01.2018;6246,53;0;1249,31;7495,84
112;191875572;;"Частное торговое унитарное предприятие ""Роса-смазочные материалы""";112;Продавец;Гуринович Евгений Фёдорович;112;691772248;;"Общество с ограниченной ответственностью ""ХимПромОйл""";107;Покупатель; ;191875572-2018-0000000068;;Исходный;Выставлен. Подписан получателем;05.02.2018;08.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""29/09/2014-041М""";29.09.2014;ТТН-1;ТТН-1;402961;ЮФ;"""5604959""";08.01.2018;1971,79;0;394,36;2366,15
112;192713887;;"Общество с ограниченной ответственностью ""Миотэк""";102;Продавец;Апранич Денис Сергеевич;112;691772248;;Общество с ограниченной ответственностью ”ХимПромОил”;107;Покупатель; ;192713887-2018-0000001467;;Исходный;Выставлен. Подписан получателем;06.02.2018;05.01.2018;13.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""Договор поставки № 2018-813""";04.01.2018;ТН-2;ТН-2;401951;ЖМ;"""0726293""";05.01.2018;25,5;0;5,1;30,6
112;490852530;     ;"Частное торгово-производственное унитарное предприятие ""Первое измерение""";435;Продавец;Баранова Ольга Сергеевна;112;691772248;     ;"Общество с ограниченной ответственностью ""ХимПромОил""";107;Покупатель; ;490852530-2018-0000000518;;Исходный;Выставлен. Подписан получателем;09.02.2018;05.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""Счет № 8905""";21.12.2017;ТН-2;ТН-2;401951;ЖС;"""0947973""";05.01.2018;483,4;0;96,68;580,08
112;200180562;     ;"Общество с ограниченной ответственностью ""Белинвестторг""";271;Продавец;Юсковец Татьяна Васильевна;112;691772248;     ;"Общество с ограниченной ответственностью ""ХимПромОил""";107;Покупатель; ;200180562-2018-0000000209;;Исходный;Выставлен. Подписан получателем;12.01.2018;05.01.2018;15.01.2018;;"""""";;;"""""";;"""""";"""""";;;"""834/17М""";18.08.2017;ТТН-1;ТТН-1;402961;ЮХ;"""4073161""";05.01.2018;856,68;0;171,34;1028,02
112;100144204;;"Унитарное предприятие по оказанию услуг ""Минское отделение Белорусской торгово-промышленной палаты""";108;Продавец;Шарлай Татьяна Николаевна;112;691772248;;"ООО ""ХИМПРОМОИЛ""";107;Покупатель; ;100144204-2018-0000002909;;Исходный;Выставлен. Подписан получателем;09.02.2018;05.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""2.0-2/136""";20.03.2017;Акт выполненных работ;;;;"""2/23""";05.01.2018;101,97;0;20,39;122,36
112;191751379;;"ЗАО ""Пожарные системы""";102;Продавец;Баева Алёна Алексеевна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;191751379-2018-0000000132;;Исходный;Выставлен. Подписан получателем;15.01.2018;05.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""0004""";29.12.2017;ТН-2;;401951;ИХ;"""0991497""";05.01.2018;11,99;0;0;11,99
112;191751379;;"ЗАО ""Пожарные системы""";102;Продавец;Баева Алёна Алексеевна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;191751379-2018-0000000131;;Исходный;Выставлен. Подписан получателем;15.01.2018;05.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""0004""";29.12.2017;ТН-2;;401951;ИХ;"""0991496""";05.01.2018;34,16;0;6,83;40,99
112;192745992;     ;"Закрытое акционерное общество ""Дилерский центр Столичный НЭКСТ""";104;Продавец;Пахолкина Виктория Васильевна;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;192745992-2018-0000005904;;Исходный;Выставлен. Подписан получателем;05.02.2018;05.01.2018;13.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""12""";04.01.2018;ТН-2;;401951;ЖМ;"""0910180""";05.01.2018;36,95;0;7,39;44,34
112;191750875;;Стома А. А.;109;Продавец;Стома Андрей Анатольевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;191750875-2018-0000000009;;Исходный;Выставлен. Подписан получателем;06.02.2018;05.01.2018;12.02.2018;;"""""";;;"""""";;"""""";"""""";;;"""1""";04.01.2018;ТН-2;;401951;ИЭ;"""0127581""";05.01.2018;323,33;0;64,67;388
